Steps    Q        Rg       Backbone Rama     Contact  Fragment Membrane ER       TBM_Q    Beta     Pap      Helical  Debye_huckel Total   
72       0.61     10.48    137.90   -459.93  -87.44   -353.68  0.00     0.00     0.00     -19.10   -0.00    0.00     1.19     -781.07 
73       0.70     10.41    111.05   -452.11  -93.09   -351.00  0.00     0.00     0.00     -19.04   -0.00    0.00     0.92     -803.27 
74       0.63     10.44    123.98   -459.93  -89.14   -348.59  0.00     0.00     0.00     -20.18   -0.00    0.00     1.20     -792.67 
75       0.60     10.25    139.93   -454.79  -95.87   -352.24  0.00     0.00     0.00     -20.67   -0.00    0.00     1.51     -782.14 
76       0.58     10.78    118.63   -452.00  -88.89   -351.79  0.00     0.00     0.00     -19.39   0.00     0.00     1.22     -792.22 
77       0.66     10.42    128.45   -457.68  -91.03   -352.31  0.00     0.00     0.00     -20.60   -0.00    0.00     1.40     -791.76 
78       0.64     10.03    111.98   -459.40  -96.52   -349.84  0.00     0.00     0.00     -20.62   -0.00    0.00     0.99     -813.42 
79       0.64     10.52    130.11   -452.40  -85.21   -351.85  0.00     0.00     0.00     -22.35   -0.00    0.00     1.51     -780.19 
80       0.66     10.21    119.20   -453.94  -94.53   -352.28  0.00     0.00     0.00     -21.65   -0.00    0.00     1.64     -801.56 
81       0.68     10.23    129.80   -454.78  -90.63   -353.81  0.00     0.00     0.00     -21.99   0.00     0.00     1.38     -790.03 
82       0.70     10.45    123.13   -460.97  -87.63   -351.05  0.00     0.00     0.00     -22.80   0.00     0.00     1.61     -797.71 
83       0.65     10.50    126.29   -460.42  -89.85   -351.71  0.00     0.00     0.00     -21.14   0.00     0.00     1.00     -795.83 
84       0.66     10.19    111.62   -460.72  -98.06   -351.40  0.00     0.00     0.00     -18.99   0.00     0.00     0.69     -816.86 
85       0.51     10.96    133.10   -456.43  -86.15   -344.66  0.00     0.00     0.00     -18.58   -0.00    0.00     1.59     -771.12 
86       0.65     10.30    139.72   -459.81  -85.35   -350.22  0.00     0.00     0.00     -20.48   0.00     0.00     1.36     -774.78 
87       0.66     10.38    125.35   -455.31  -88.97   -351.51  0.00     0.00     0.00     -21.47   -0.00    0.00     0.97     -790.95 
88       0.67     10.47    131.83   -459.63  -93.07   -353.29  0.00     0.00     0.00     -21.74   0.00     0.00     1.28     -794.61 
89       0.70     10.34    131.34   -455.99  -87.33   -349.23  0.00     0.00     0.00     -22.14   -0.00    0.00     1.43     -781.91 
90       0.69     10.38    131.35   -456.50  -93.08   -350.06  0.00     0.00     0.00     -20.84   -0.00    0.00     0.93     -788.19 
91       0.63     10.25    123.68   -450.45  -94.33   -349.72  0.00     0.00     0.00     -21.61   0.00     0.00     1.20     -791.22 
92       0.67     10.20    123.68   -455.06  -92.68   -350.25  0.00     0.00     0.00     -20.63   0.00     0.00     0.92     -794.03 
93       0.61     10.34    129.51   -453.70  -89.78   -346.04  0.00     0.00     0.00     -18.98   -0.00    0.00     1.55     -777.43 
94       0.71     10.13    134.59   -454.93  -93.57   -348.41  0.00     0.00     0.00     -19.92   0.00     0.00     1.12     -781.12 
95       0.64     10.19    128.02   -453.51  -88.27   -351.46  0.00     0.00     0.00     -21.38   -0.00    0.00     1.57     -785.04 
96       0.65     10.22    118.83   -453.62  -91.61   -347.34  0.00     0.00     0.00     -22.47   -0.00    0.00     1.70     -794.51 
97       0.65     10.26    122.10   -453.98  -94.54   -351.40  0.00     0.00     0.00     -20.52   0.00     0.00     1.34     -796.99 
98       0.68     10.47    121.28   -456.55  -89.89   -345.64  0.00     0.00     0.00     -21.39   0.00     0.00     1.19     -791.00 
99       0.66     10.51    129.71   -454.70  -90.77   -352.17  0.00     0.00     0.00     -22.07   -0.00    0.00     1.11     -788.89 
100      0.68     9.99     117.46   -454.95  -100.44  -347.40  0.00     0.00     0.00     -20.92   -0.00    0.00     1.13     -805.12 
101      0.63     10.19    126.54   -455.78  -94.88   -351.64  0.00     0.00     0.00     -20.68   -0.00    0.00     1.04     -795.41 
102      0.63     10.23    128.60   -454.34  -93.54   -352.35  0.00     0.00     0.00     -21.37   -0.00    0.00     0.89     -792.11 
103      0.73     10.41    125.95   -455.11  -97.00   -354.74  0.00     0.00     0.00     -19.03   0.00     0.00     1.46     -798.47 
104      0.62     10.30    131.03   -460.32  -92.31   -351.50  0.00     0.00     0.00     -20.68   -0.00    0.00     1.56     -792.22 
105      0.66     10.55    125.29   -456.43  -89.55   -350.88  0.00     0.00     0.00     -21.14   0.00     0.00     1.58     -791.13 
106      0.69     10.17    135.38   -449.76  -95.52   -355.42  0.00     0.00     0.00     -20.89   0.00     0.00     1.55     -784.65 
107      0.71     10.23    118.72   -459.66  -98.25   -352.65  0.00     0.00     0.00     -20.78   0.00     0.00     1.53     -811.09 
108      0.70     10.30    123.03   -447.66  -91.76   -354.10  0.00     0.00     0.00     -20.99   -0.00    0.00     1.78     -789.70 
109      0.65     10.40    135.24   -456.38  -89.40   -351.96  0.00     0.00     0.00     -20.67   -0.00    0.00     1.13     -782.04 
110      0.64     10.45    141.72   -452.65  -96.71   -349.27  0.00     0.00     0.00     -21.34   -0.00    0.00     1.80     -776.45 
111      0.67     10.48    129.30   -460.34  -90.99   -350.42  0.00     0.00     0.00     -19.08   -0.00    0.00     1.57     -789.97 
112      0.64     10.22    132.05   -453.69  -91.10   -354.37  0.00     0.00     0.00     -22.08   0.00     0.00     1.32     -787.87 
113      0.66     10.19    142.43   -458.48  -96.91   -353.03  0.00     0.00     0.00     -21.04   0.00     0.00     1.34     -785.68 
114      0.63     10.11    131.26   -455.99  -100.02  -349.07  0.00     0.00     0.00     -21.06   0.00     0.00     0.76     -794.10 
115      0.67     10.13    117.07   -454.30  -95.49   -353.38  0.00     0.00     0.00     -19.98   -0.00    0.00     0.95     -805.13 
116      0.61     10.62    142.21   -463.13  -91.71   -350.54  0.00     0.00     0.00     -20.45   0.00     0.00     1.22     -782.40 
117      0.69     10.47    123.28   -461.67  -91.05   -354.23  0.00     0.00     0.00     -19.93   0.00     0.00     1.25     -802.33 
118      0.60     10.65    157.08   -462.35  -90.91   -350.50  0.00     0.00     0.00     -21.42   -0.00    0.00     1.65     -766.45 
119      0.71     10.22    131.28   -457.79  -97.63   -352.45  0.00     0.00     0.00     -19.45   -0.00    0.00     1.43     -794.61 
120      0.65     10.07    121.66   -452.67  -94.41   -350.17  0.00     0.00     0.00     -20.30   0.00     0.00     0.79     -795.10 
