#"Step","Potential Energy (kJ/mole)","Temperature (K)"
30000,-3311.7001953125,342.0102530820106
60000,-3230.396728515625,284.82149402815634
90000,-3327.16552734375,307.6734488659482
120000,-3266.720703125,290.7048916114058
150000,-3384.169677734375,270.68930309741626
180000,-3312.08642578125,282.7171509298807
210000,-3306.47119140625,314.0357038034696
240000,-3327.6162109375,270.9162865248652
270000,-3330.3046875,296.96231197257356
300000,-3253.34521484375,285.7138280896467
330000,-3269.8232421875,284.4664011316745
360000,-3353.198486328125,317.97650581818755
390000,-3375.158203125,299.32614050150477
420000,-3259.423583984375,318.1585689067217
450000,-3273.1416015625,299.75805675105795
480000,-3358.9033203125,316.92385404329696
510000,-3321.7529296875,289.4154300050765
540000,-3332.427001953125,291.0934060840055
570000,-3346.02978515625,308.86667807623644
600000,-3232.7119140625,297.02687242187744
630000,-3424.6259765625,283.3003068170973
660000,-3367.38427734375,283.92189081749
690000,-3231.92236328125,312.9631492220713
720000,-3298.785888671875,345.35259752387594
750000,-3298.184814453125,312.62439571739003
780000,-3255.8798828125,304.81697189374694
810000,-3327.801025390625,309.7349687668116
840000,-3326.99169921875,324.73722218320273
870000,-3349.266357421875,297.649589358527
900000,-3303.09130859375,305.7498308810201
930000,-3281.0078125,311.27994919193065
960000,-3298.118896484375,263.3446131544511
990000,-3339.31396484375,265.43026485764113
1020000,-3239.3369140625,315.19240705080574
1050000,-3236.555908203125,301.61376714886626
1080000,-3291.76220703125,322.75587324708584
1110000,-3246.76708984375,305.76948644911477
1140000,-3306.28857421875,317.50472947915273
1170000,-3258.69921875,293.2308908470619
1200000,-3298.0361328125,299.69631496729886
1230000,-3267.791015625,277.51520632004394
1260000,-3294.947265625,289.1407735519161
1290000,-3229.8544921875,303.3521487942884
1320000,-3269.21337890625,303.8733590670805
1350000,-3232.845703125,323.39694551970774
1380000,-3360.996826171875,303.90884840522597
1410000,-3235.62353515625,295.458704272546
1440000,-3344.0126953125,307.05458612523415
1470000,-3315.63037109375,313.92327389305296
1500000,-3363.588623046875,310.84108258078436
1530000,-3345.58154296875,292.5511429641409
1560000,-3289.455810546875,280.9094249782586
1590000,-3275.023193359375,322.8388636003566
1620000,-3289.298583984375,307.7156117902879
1650000,-3317.0869140625,295.18301338830736
1680000,-3381.3623046875,291.404542769695
1710000,-3256.26611328125,307.68476149562457
1740000,-3266.575439453125,254.99859947823228
1770000,-3350.322265625,292.4850140369856
1800000,-3343.385986328125,279.2190996334211
1830000,-3274.748779296875,311.92045270088494
1860000,-3276.099609375,317.85786265360804
1890000,-3252.429931640625,295.9148148097757
1920000,-3264.162841796875,303.2593899565989
1950000,-3351.50537109375,295.26933921541865
1980000,-3284.88037109375,297.9319072481407
2010000,-3347.0048828125,300.6877386091609
2040000,-3333.64453125,305.9002236122092
2070000,-3321.595703125,315.18260903715435
2100000,-3328.567138671875,303.97873051438785
2130000,-3241.507080078125,329.4355448593422
2160000,-3270.230712890625,332.88873535971925
2190000,-3305.89013671875,272.53199834215945
2220000,-3356.27001953125,304.48345042312184
2250000,-3288.60888671875,273.7695128665694
2280000,-3257.5400390625,300.2682594856442
2310000,-3274.60546875,274.1391668572444
2340000,-3268.4970703125,320.11772619261234
2370000,-3281.4013671875,299.9700668804636
2400000,-3287.8623046875,296.6758114443435
2430000,-3296.48095703125,301.0451552924227
2460000,-3305.30615234375,269.4977066404869
2490000,-3332.034912109375,298.2512557659646
2520000,-3284.17431640625,304.3813088981032
2550000,-3335.609619140625,302.2516630509008
2580000,-3328.635498046875,308.6312506903193
2610000,-3321.287109375,307.3491752499681
2640000,-3292.751953125,277.7734921860636
2670000,-3313.396728515625,296.4661888512364
2700000,-3296.02197265625,282.2852476305069
2730000,-3248.96630859375,309.9927601827331
2760000,-3252.666748046875,291.12198809125846
2790000,-3227.542236328125,313.4357871539514
2820000,-3312.389892578125,283.96188690129964
2850000,-3304.3779296875,306.15769640479186
2880000,-3250.88525390625,295.3934923042721
2910000,-3262.237060546875,289.79376042189546
2940000,-3355.0234375,296.2543245827336
2970000,-3325.75048828125,300.2554282768681
3000000,-3294.7470703125,341.55936687630407
3030000,-3246.765625,329.42478486600214
3060000,-3296.030517578125,313.71353332828414
3090000,-3326.8955078125,317.2329966380385
3120000,-3254.18505859375,326.63796592111566
3150000,-3234.455078125,279.86921409497853
3180000,-3301.52197265625,293.3078691717828
3210000,-3295.02392578125,287.8963289562684
3240000,-3369.783935546875,259.237847102426
3270000,-3266.095703125,324.6638051326103
3300000,-3372.72900390625,316.42387046271745
3330000,-3388.484375,294.7613492313316
3360000,-3348.31005859375,287.5073184513195
3390000,-3200.980712890625,294.83278341312496
3420000,-3240.52587890625,308.75654476930174
3450000,-3299.96337890625,284.2793167669692
3480000,-3278.37158203125,308.46236745994526
3510000,-3286.78564453125,292.372733582477
3540000,-3331.819091796875,274.00687161488116
3570000,-3279.4150390625,283.0883898632038
3600000,-3312.6240234375,333.89674259093476
3630000,-3272.6337890625,298.0650682428026
3660000,-3323.920166015625,304.1256409400598
3690000,-3332.175537109375,300.9098844566275
3720000,-3308.144287109375,320.54546783252977
3750000,-3295.103759765625,294.62048020633944
3780000,-3306.1552734375,271.6124729960185
3810000,-3214.9443359375,290.7064060544135
3840000,-3345.341552734375,252.4142842248206
3870000,-3329.935546875,297.36277564618854
3900000,-3296.7060546875,345.38334616926136
3930000,-3361.50634765625,291.6133413386778
3960000,-3311.1552734375,289.6786475879792
