#"Step","Potential Energy (kJ/mole)","Temperature (K)"
30000,-3315.38720703125,304.8110029007943
60000,-3275.0830078125,312.75193827330554
90000,-3304.75439453125,295.31253276772105
120000,-3239.320556640625,271.1283546272978
150000,-3297.3779296875,298.1249862907019
180000,-3288.86962890625,306.2553605244475
210000,-3361.00439453125,302.3409311705165
240000,-3290.48291015625,309.3977737070205
270000,-3383.794921875,356.0892660002865
300000,-3355.9033203125,309.777677010571
330000,-3251.663330078125,271.8785564059538
360000,-3295.873046875,295.4094289902177
390000,-3354.87744140625,339.3624413273642
420000,-3173.408935546875,336.6972149038894
450000,-3304.337158203125,279.698166101914
480000,-3291.677978515625,282.04722260411745
510000,-3358.8466796875,277.28498871914144
540000,-3373.939453125,265.2875976527456
570000,-3334.444091796875,317.1039908275393
600000,-3244.64990234375,325.02847386245423
630000,-3294.493896484375,306.07183936633896
660000,-3391.36572265625,268.8945963615006
690000,-3252.72705078125,336.60284741773756
720000,-3302.90234375,275.4740323979974
750000,-3342.63232421875,324.96643856632386
780000,-3287.79296875,305.6891269650172
810000,-3340.2783203125,290.04142409324055
840000,-3332.1513671875,284.68514815445633
870000,-3249.216064453125,282.8579225396214
900000,-3351.84228515625,261.26204868326994
930000,-3355.6298828125,280.9194942348369
960000,-3212.0703125,308.63029839674124
990000,-3314.51416015625,336.3884010084983
1020000,-3269.58642578125,292.6713778810672
1050000,-3336.80224609375,321.9881545361939
1080000,-3276.574462890625,295.3481716286963
1110000,-3297.35107421875,300.5007738875294
1140000,-3335.6474609375,273.12792346206055
1170000,-3275.97412109375,299.4195330280002
1200000,-3208.89794921875,273.6944134808267
1230000,-3340.55517578125,313.3423739437311
1260000,-3356.81591796875,278.0851830803431
1290000,-3353.435546875,300.7706654728471
1320000,-3283.355224609375,305.08113151813836
1350000,-3304.433837890625,295.32322596945824
1380000,-3307.867431640625,313.39137567922796
1410000,-3263.16015625,273.5717462344919
1440000,-3290.79541015625,308.59832584351653
1470000,-3307.708984375,287.82732187623225
1500000,-3290.52685546875,318.3624171545684
1530000,-3323.509521484375,313.6952341764055
1560000,-3226.3212890625,313.15904697710414
1590000,-3250.222412109375,300.5766334332131
1620000,-3334.1376953125,262.8925934652799
1650000,-3329.6015625,278.08818290272177
1680000,-3243.008056640625,274.1460914865993
1710000,-3325.02392578125,325.84984734591296
1740000,-3330.11669921875,310.4665322960639
1770000,-3236.58740234375,289.8487428271744
1800000,-3331.396484375,298.89094783045573
1830000,-3290.8056640625,317.3809590413513
1860000,-3323.480712890625,327.47542448057624
1890000,-3278.865234375,318.26629269029064
1920000,-3315.29150390625,327.24218853465385
1950000,-3240.990966796875,283.9143638334095
1980000,-3249.914306640625,283.44959763067976
2010000,-3258.413818359375,294.6554140904971
2040000,-3232.825927734375,302.45319251641035
2070000,-3256.015380859375,288.2314344359013
2100000,-3288.78271484375,299.5700850542303
2130000,-3319.84423828125,299.4406580676705
2160000,-3357.60595703125,307.74667755021187
2190000,-3315.784423828125,277.3684861676653
2220000,-3284.421875,342.5032233390334
2250000,-3277.29736328125,284.66582045245434
2280000,-3190.3876953125,318.9816386188418
2310000,-3346.37451171875,305.0134014728524
2340000,-3283.138427734375,337.13624490781115
2370000,-3278.885009765625,308.3095642178862
2400000,-3360.62548828125,308.87880093272605
2430000,-3279.7060546875,299.2064701595145
2460000,-3313.20263671875,273.6298291371851
2490000,-3368.4912109375,278.75559194524885
2520000,-3260.27978515625,292.0982687508388
2550000,-3290.18310546875,272.2503563200239
2580000,-3290.59619140625,284.0079193825703
2610000,-3280.205810546875,303.729486942175
2640000,-3244.158935546875,298.85634087711816
2670000,-3302.580810546875,292.9806051742908
2700000,-3356.090087890625,303.8258439090176
2730000,-3309.462890625,292.0649587284214
2760000,-3289.550048828125,313.86171323389107
2790000,-3278.749755859375,305.3114396829717
2820000,-3358.0625,302.56194024882257
2850000,-3405.539794921875,294.1407146664675
2880000,-3307.1025390625,315.3963435831623
2910000,-3282.43017578125,313.70384940727996
2940000,-3296.239013671875,315.3159082579241
2970000,-3234.763671875,323.8455333019866
3000000,-3386.9560546875,291.6794773970826
3030000,-3289.6533203125,298.94820604633577
3060000,-3313.19775390625,316.82764023029
3090000,-3301.07763671875,326.8384649757501
3120000,-3322.709228515625,316.78573088234504
3150000,-3299.006591796875,292.9208640414459
3180000,-3305.6416015625,282.10915978721454
3210000,-3323.776611328125,305.56677648514597
3240000,-3320.156494140625,305.19921956497114
3270000,-3353.1123046875,293.78404425075763
3300000,-3336.903076171875,283.245160944572
3330000,-3256.126953125,294.48278837254253
3360000,-3338.1650390625,281.48212620884937
3390000,-3306.552734375,311.34575193093434
3420000,-3197.71240234375,312.2595800648721
3450000,-3251.935302734375,298.9762027524898
3480000,-3252.97900390625,302.2084235396621
3510000,-3259.4375,285.2757482533126
3540000,-3330.69677734375,302.5621487966568
3570000,-3342.671875,323.2894784562247
3600000,-3304.493896484375,336.67842046477824
3630000,-3288.64599609375,297.7222145520271
3660000,-3343.3349609375,298.58657537405475
3690000,-3282.55517578125,308.5438830837926
3720000,-3275.918701171875,317.90661101021107
3750000,-3359.304443359375,303.74564992491514
3780000,-3278.6474609375,270.0836777798297
3810000,-3275.7666015625,344.7684118403221
3840000,-3289.6015625,340.6825233071769
3870000,-3294.931640625,313.66526543410845
3900000,-3265.371826171875,303.52824462167484
3930000,-3304.658203125,287.0267742096865
3960000,-3341.7861328125,282.6961063236537
3990000,-3334.560546875,289.15293104450427
4020000,-3337.179443359375,302.27754349143123
4050000,-3315.4599609375,278.1217616307515
4080000,-3366.737548828125,299.25941232414124
4110000,-3317.689208984375,281.0910798766168
4140000,-3225.177734375,307.71498281375415
4170000,-3362.79150390625,291.63376061479164
4200000,-3389.25341796875,295.8823106022312
4230000,-3341.203125,282.5204275005305
4260000,-3368.837890625,306.4729493590205
4290000,-3323.319091796875,260.92821789857373
4320000,-3341.071044921875,297.53403369364344
4350000,-3283.02978515625,311.2772663894206
4380000,-3309.413818359375,307.5499192529852
4410000,-3351.516845703125,329.6690736806549
4440000,-3324.04052734375,322.39374227782463
4470000,-3379.0283203125,291.7304964274285
4500000,-3331.198486328125,287.7252991610297
4530000,-3248.27880859375,320.15671538446986
4560000,-3282.76171875,289.4051236797464
4590000,-3299.052001953125,291.96597008077504
4620000,-3270.59912109375,285.2871646003128
4650000,-3227.5869140625,296.6845779208753
4680000,-3303.9052734375,308.0242924150469
4710000,-3293.601806640625,292.8662222690162
4740000,-3269.4140625,297.4026396525323
4770000,-3279.015380859375,321.22226165246724
4800000,-3282.186279296875,295.3104945426793
4830000,-3347.3720703125,322.68314207438755
4860000,-3250.478271484375,290.41784906250984
4890000,-3331.21875,281.31929847190145
4920000,-3327.208251953125,330.879229653521
4950000,-3237.2724609375,342.06817523125784
4980000,-3304.47705078125,286.2359704815504
5010000,-3356.7099609375,280.97965365733285
5040000,-3317.29248046875,329.75295522751617
5070000,-3317.25390625,298.83326972288273
5100000,-3281.698974609375,276.12835174394826
5130000,-3355.33447265625,314.75554378866366
5160000,-3254.11376953125,325.76094756210847
5190000,-3273.88525390625,313.2567476858316
5220000,-3281.92578125,277.3384778109426
5250000,-3327.8154296875,287.6282293140713
5280000,-3306.104248046875,297.03332256769426
5310000,-3354.61572265625,309.4397248941321
5340000,-3299.898681640625,292.07226023345885
5370000,-3312.25341796875,287.4132390805427
5400000,-3250.10009765625,312.8834578792514
5430000,-3296.181640625,298.15884278571536
5460000,-3321.95751953125,312.01872901358314
5490000,-3173.779541015625,323.6332927217397
5520000,-3292.219482421875,333.85565944452014
5550000,-3293.55126953125,317.6145499779039
5580000,-3323.24462890625,290.1776580247675
5610000,-3351.65185546875,292.98848034419973
5640000,-3337.838623046875,297.7388921925888
5670000,-3306.840087890625,304.1976066570196
5700000,-3289.028076171875,288.40260512758994
5730000,-3269.97607421875,311.80499262641024
5760000,-3344.53466796875,297.0359297024891
5790000,-3289.4951171875,328.1813512837085
5820000,-3298.98291015625,320.25023878710374
5850000,-3317.7802734375,278.97286605243204
5880000,-3377.45751953125,278.45450361124443
5910000,-3368.66845703125,299.250706934131
5940000,-3342.89306640625,282.0051236782127
5970000,-3302.8466796875,335.0408708321611
6000000,-3357.84423828125,296.70609348663777
6030000,-3362.45458984375,281.85991275220795
6060000,-3331.66162109375,300.7795152441361
6090000,-3361.61328125,305.5629267562388
6120000,-3357.49755859375,274.4109579534567
6150000,-3337.826904296875,265.1095330634864
6180000,-3261.658203125,312.337676784238
6210000,-3343.28564453125,306.0598341942371
6240000,-3344.98974609375,264.78116012486606
6270000,-3326.37744140625,280.24122303349657
6300000,-3367.2275390625,282.4140514668078
6330000,-3238.32470703125,275.9924065194829
6360000,-3198.44482421875,293.72937340530586
6390000,-3307.8466796875,303.112196853354
6420000,-3329.3486328125,326.13520080637437
6450000,-3307.58447265625,284.16794123195166
6480000,-3300.015625,286.7021806913047
6510000,-3315.1533203125,294.6258002686441
6540000,-3227.345458984375,323.7685243707557
6570000,-3269.329345703125,298.85496402854204
6600000,-3276.24267578125,311.9785686033577
6630000,-3362.9306640625,355.4722912044259
6660000,-3324.86279296875,280.66707857298985
6690000,-3395.94482421875,314.04890520391206
6720000,-3277.616943359375,295.319113198806
6750000,-3319.37255859375,310.49941111047957
6780000,-3280.541748046875,286.84366020120194
6810000,-3327.61083984375,318.14686368209107
6840000,-3240.703125,268.46051899567743
6870000,-3381.57958984375,280.44564633851405
6900000,-3305.3388671875,303.8796672750794
6930000,-3218.41748046875,306.53170787456264
6960000,-3289.47900390625,283.09355312616
6990000,-3282.99609375,275.6433096409247
7020000,-3329.191650390625,289.6100709802132
7050000,-3242.48095703125,299.2601784217575
7080000,-3270.718994140625,277.7868113753571
7110000,-3248.1904296875,308.28378800801863
7140000,-3292.80908203125,288.03913219191116
7170000,-3191.06787109375,304.4448995541932
7200000,-3374.43798828125,292.95470521545377
7230000,-3277.25146484375,281.61790321809104
7260000,-3221.869140625,279.3250295380348
7290000,-3256.223388671875,283.6292042657301
7320000,-3303.67041015625,311.53390823555594
7350000,-3222.404052734375,326.8317272458518
7380000,-3314.305908203125,309.40232369720854
7410000,-3303.83203125,314.86802974361757
7440000,-3284.9970703125,263.06522076487346
7470000,-3291.5263671875,300.025238792904
7500000,-3307.940185546875,288.7654097367319
7530000,-3299.65283203125,299.46774046896275
7560000,-3322.3251953125,301.04604095150086
7590000,-3364.648193359375,273.9856134645381
7620000,-3292.232177734375,292.53041337665826
7650000,-3313.83935546875,270.49231459500027
7680000,-3323.826171875,325.0316310587293
7710000,-3315.305419921875,325.741263011989
7740000,-3332.560546875,333.96416524982305
7770000,-3277.490234375,299.7045836911022
7800000,-3381.43212890625,341.8335912172027
7830000,-3309.294677734375,269.2540260933433
7860000,-3331.698486328125,304.62684178037154
7890000,-3343.724853515625,306.09625032386805
7920000,-3306.6953125,290.3603581743121
7950000,-3316.875244140625,300.8694407820395
7980000,-3342.483154296875,301.85685577536816
8010000,-3261.16845703125,316.7653836842461
8040000,-3329.9423828125,294.981819378799
8070000,-3275.95361328125,312.8513949783675
8100000,-3275.643798828125,288.4801056506656
8130000,-3288.43310546875,274.83423956563706
8160000,-3274.04296875,304.92087134277364
8190000,-3416.6181640625,288.7485503978412
8220000,-3317.991943359375,319.45656224758693
8250000,-3292.869873046875,273.2142201365781
8280000,-3278.61181640625,289.11473055513244
8310000,-3265.96923828125,302.05804770499674
8340000,-3323.3603515625,286.82835088403516
8370000,-3320.51416015625,289.4911163474159
8400000,-3328.529541015625,291.6097857611633
8430000,-3287.065185546875,289.9031108989343
8460000,-3333.62841796875,303.1304960313485
8490000,-3311.31201171875,318.3201381107495
8520000,-3321.936279296875,304.0419833779274
8550000,-3316.2275390625,316.2694506697139
8580000,-3263.753662109375,276.19349260865357
8610000,-3260.39111328125,285.31647345311325
8640000,-3295.575439453125,303.6212468626293
8670000,-3332.56689453125,309.79486813374257
8700000,-3259.988037109375,285.5139574141467
8730000,-3270.556396484375,293.5481095390337
8760000,-3227.28076171875,305.0051526852088
8790000,-3270.53125,293.06547263067966
8820000,-3338.82470703125,284.57205086909795
8850000,-3430.273681640625,314.0883471844111
8880000,-3342.858154296875,298.25986564391326
8910000,-3382.3369140625,315.96939876627965
8940000,-3301.63818359375,280.1672823342035
8970000,-3294.20849609375,318.67114721737977
9000000,-3324.255859375,279.20817303628456
9030000,-3278.479736328125,297.3419756553675
9060000,-3319.33544921875,309.2877920032034
9090000,-3326.28857421875,293.31192169488395
9120000,-3274.435546875,300.35213615864166
9150000,-3263.71044921875,304.4718804269933
9180000,-3283.57373046875,322.0550226649413
9210000,-3394.4794921875,304.5869604363916
9240000,-3268.947998046875,277.1678642332283
9270000,-3261.6748046875,340.8772392187861
9300000,-3335.70947265625,307.9532285367282
9330000,-3264.4697265625,288.8522591598021
9360000,-3292.4267578125,313.87839251648467
9390000,-3322.443359375,300.72092053187737
9420000,-3332.10791015625,273.74356557771586
9450000,-3201.381591796875,319.59180275965736
9480000,-3350.04443359375,265.66627907406473
9510000,-3284.10693359375,328.34632318776306
9540000,-3250.3994140625,286.8885432508146
9570000,-3304.90771484375,301.696897056479
9600000,-3197.005615234375,281.8014649920035
9630000,-3426.900390625,305.1915899800178
9660000,-3357.25927734375,294.87620328017647
9690000,-3282.14208984375,293.18877453332976
9720000,-3365.856201171875,299.0883310064816
9750000,-3323.07666015625,279.88836295262035
9780000,-3351.793701171875,292.58492810054855
9810000,-3300.8232421875,315.0616954093908
9840000,-3249.46044921875,290.4795536671429
9870000,-3256.192626953125,296.2278122521239
9900000,-3259.203369140625,305.1074137423091
9930000,-3282.87255859375,303.75657737244785
9960000,-3319.8525390625,321.88394923180925
9990000,-3332.64697265625,279.34032649426024
10020000,-3372.708740234375,271.52895973926576
10050000,-3369.08251953125,293.975669376975
10080000,-3346.623046875,327.47256401544666
10110000,-3302.658203125,334.601447226194
10140000,-3278.70947265625,285.42082013872255
10170000,-3284.94384765625,286.54213720537933
10200000,-3231.330810546875,295.2959206811175
10230000,-3330.423583984375,298.0649697013066
10260000,-3343.116455078125,316.8979872760276
10290000,-3338.4970703125,322.05265565975327
10320000,-3374.3623046875,285.09702587606375
10350000,-3322.40966796875,308.62466733752757
10380000,-3308.669921875,287.49690633735503
10410000,-3366.279541015625,281.13844068042437
10440000,-3339.077392578125,272.9610028604236
10470000,-3362.994873046875,304.71425204544846
10500000,-3339.0078125,318.32977477641214
10530000,-3350.156494140625,313.86608110096006
10560000,-3325.15087890625,306.7987486429118
10590000,-3255.1064453125,306.3742823904673
10620000,-3284.046875,271.52096320427154
10650000,-3284.4013671875,291.28765767602493
10680000,-3285.595703125,289.3341833822767
10710000,-3355.669921875,299.8576713849773
10740000,-3332.68359375,289.26055211457594
10770000,-3293.91650390625,266.1080933820567
10800000,-3334.918212890625,298.96217831542725
10830000,-3275.658935546875,292.13628844369345
10860000,-3227.281982421875,315.8234346095939
10890000,-3262.20703125,335.28078187573044
10920000,-3329.187744140625,281.591255294174
10950000,-3296.798828125,305.9078945074839
10980000,-3319.87548828125,311.48639371733043
11010000,-3281.3310546875,263.33556185721733
11040000,-3372.1064453125,296.34691942943226
11070000,-3342.158447265625,292.37923156512034
11100000,-3397.926025390625,304.74427052204913
11130000,-3260.17431640625,318.25213774924003
11160000,-3380.062255859375,285.3071550010976
11190000,-3399.27099609375,277.7300569710745
11220000,-3330.938720703125,271.5347777126261
11250000,-3299.817626953125,284.96542677113115
11280000,-3239.896240234375,305.7768568019674
11310000,-3308.657958984375,304.2704948237107
11340000,-3360.84033203125,278.6152174297275
11370000,-3361.680419921875,293.17032110554317
11400000,-3261.59521484375,305.90782834143636
11430000,-3330.4794921875,311.70016728036484
11460000,-3283.423828125,295.5168180514766
11490000,-3245.5302734375,263.67076876577585
11520000,-3239.05908203125,287.88039868665186
11550000,-3349.65087890625,274.93598954931133
11580000,-3359.65625,321.2234481453219
11610000,-3306.610595703125,313.3686467988535
11640000,-3300.9052734375,316.60105583207906
11670000,-3285.430419921875,319.5035752213941
11700000,-3270.3515625,308.367994465805
11730000,-3294.181640625,275.19324866556667
11760000,-3307.148193359375,318.0430466145842
11790000,-3234.59521484375,278.79780225020437
11820000,-3317.978759765625,301.6756357270201
11850000,-3320.16162109375,324.2842828800083
11880000,-3291.125244140625,301.8613291270671
11910000,-3335.3681640625,315.61094406754415
11940000,-3300.95654296875,302.14632276465653
11970000,-3319.9951171875,283.87399023897666
12000000,-3315.34619140625,285.0608617338434
